customer_id,age_group,customer_tenure_months,customer_tier,industry,region,annual_spend_usd,engagement_score,preferred_channel,interaction_date,interaction_channel,issue_category,first_contact_resolution,response_time_hours,satisfaction_score,escalation_level,sentiment_score,idea_submitted_by,idea_submission_date,idea_category,expected_impact,development_timeline_months,required_budget_usd,risk_level,customer_driven_idea,implementation_status,implementation_start_date,implementation_completion_date,actual_budget_usd,success_metrics,roi_multiplier,customer_impact_score,business_value_score,innovation_efficiency_ratio,customer_loyalty_index,employee_engagement_score,market_impact_scope,total_innovation_value,customer_lifetime_value,efficiency_score,idea_to_implementation_days,budget_variance,performance_tier
CUST_550,55+,7,Basic,Finance,Martinique,46542.89,39,Social Media,2025-04-23,Social Media,Suggestion,True,7.5,3,1,0.29,AI Analysis,2025-06-20,Customer Experience,High,9,42331.22,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.34,5,8,Local,0.0,27150.02,0.41,,0.31,Medium Performance
CUST_551,18-25,118,Basic,Retail,Kyrgyz Republic,9141.77,15,Email,2025-11-21,Phone,Account Management,False,19.8,5,2,-0.87,Employee,2025-08-06,Process Optimization,High,13,68123.91,Low,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.43,1,10,Local,0.0,89894.07,0.23,,-0.186,Low Performance
CUST_552,18-25,99,Gold,Manufacturing,Norfolk Island,14437.65,62,Phone,2025-05-25,Chat,Billing,False,69.4,2,1,0.38,Customer,2025-07-28,Product Improvement,Low,14,56335.5,High,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.33,2,10,Regional,0.0,119110.61,0.38,,-0.016,Low Performance
CUST_553,46-55,106,Platinum,Education,Cambodia,8612.79,85,Chat,2025-06-05,Help Desk,Complaint,True,23.4,3,2,-0.65,AI Analysis,2025-10-20,Customer Experience,Medium,12,76964.02,Low,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.39,7,2,Global,0.0,76079.65,0.65,,-0.28,Medium Performance
CUST_554,36-45,114,Silver,Finance,Madagascar,46273.59,83,Social Media,2025-02-16,Social Media,Complaint,True,64.1,3,3,0.84,Employee,2025-08-30,Service Innovation,Medium,18,63637.05,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.88,4,7,Local,0.0,439599.1,0.7,,-0.129,High Performance
CUST_555,46-55,113,Basic,Education,Montserrat,27427.84,67,Email,2024-12-14,Help Desk,Billing,False,67.3,2,3,-0.55,Management,2025-11-22,Technology Upgrade,High,11,73453.62,Medium,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.28,6,7,Global,0.0,258278.83,0.52,,-0.245,Medium Performance
CUST_556,18-25,29,Platinum,Healthcare,Western Sahara,41800.29,97,Phone,2025-03-29,Email,Complaint,True,35.9,1,3,0.9,Employee,2025-11-07,Technology Upgrade,Medium,7,54654.72,Low,True,Completed,2025-11-20,2025-11-26,44913.51,Exceeded Targets,1.43,2.0,2.0,0.3,2,7,Regional,59774.41,101017.37,0.49,19.0,-0.178,Medium Performance
CUST_557,46-55,2,Gold,Finance,Mozambique,19693.49,27,Chat,2025-06-08,Social Media,Complaint,False,45.9,5,1,0.36,Customer,2025-07-07,Technology Upgrade,Medium,12,4072.99,High,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.7,2,7,Global,0.0,3282.25,0.39,,12.613,Low Performance
CUST_558,55+,80,Gold,Manufacturing,Turkey,24770.27,4,Social Media,2025-05-01,Email,Account Management,True,34.5,5,1,-0.83,Customer,2025-10-29,Technology Upgrade,Medium,24,34400.89,High,False,Completed,2025-11-07,2025-11-26,34981.22,Below Targets,1.47,7.0,2.0,0.11,3,10,Global,36412.3,165135.13,0.15,28.0,0.017,Low Performance
CUST_559,18-25,120,Platinum,Technology,Norway,25352.59,60,Chat,2025-07-25,Help Desk,Account Management,True,18.6,1,3,0.03,Employee,2025-09-08,Technology Upgrade,Medium,6,4941.83,High,False,Approved,,,55445.15,,2.81,5.0,6.0,0.87,2,4,Regional,0.0,253525.9,0.56,,10.22,Medium Performance
CUST_560,46-55,32,Basic,Retail,Brunei Darussalam,38899.14,84,Phone,2025-08-26,Social Media,Billing,False,13.6,3,3,0.17,AI Analysis,2025-09-28,Process Optimization,Low,15,81033.43,Low,True,Completed,2025-10-21,2025-11-19,72314.18,Exceeded Targets,2.47,6.0,7.0,0.12,9,6,Global,96080.88,103731.04,0.62,52.0,-0.108,Medium Performance
CUST_561,55+,14,Platinum,Retail,Fiji,2160.07,56,In-Person,2025-03-07,Social Media,Billing,True,6.7,3,2,-0.2,Employee,2025-11-08,Process Optimization,High,1,17037.54,High,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.63,9,6,Global,0.0,2520.08,0.7,,2.254,High Performance
CUST_562,36-45,62,Basic,Manufacturing,Montenegro,9682.75,53,Email,2025-03-28,Help Desk,Billing,True,15.0,3,1,0.49,AI Analysis,2025-07-14,Product Improvement,Medium,2,51509.41,Low,True,In Development,,,55445.15,,2.81,5.0,6.0,0.57,1,5,Local,0.0,50027.54,0.4,,0.076,Medium Performance
CUST_563,36-45,118,Silver,Retail,Equatorial Guinea,40160.65,25,Social Media,2025-08-25,Social Media,Account Management,True,7.6,4,3,0.27,Customer,2025-08-22,Process Optimization,Low,5,85926.72,Low,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.55,4,7,Global,0.0,394913.06,0.4,,-0.355,Medium Performance
CUST_564,36-45,29,Gold,Retail,Switzerland,3453.81,56,Email,2025-05-20,Chat,Account Management,True,14.3,3,2,-0.1,Employee,2025-08-24,Process Optimization,Medium,20,94989.4,High,False,Approved,,,55445.15,,2.81,5.0,6.0,0.29,9,5,Regional,0.0,8346.71,0.58,,-0.416,Medium Performance
CUST_565,18-25,56,Basic,Retail,Monaco,3783.53,11,Phone,2025-09-07,Email,Product Feature,False,28.6,4,3,0.61,Management,2025-06-06,Customer Experience,Low,20,33381.69,Medium,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.71,10,9,Global,0.0,17656.47,0.61,,0.661,Medium Performance
CUST_566,55+,77,Silver,Retail,Togo,17185.23,89,Social Media,2025-05-06,Chat,Complaint,True,18.5,3,2,0.75,Employee,2025-06-09,Customer Experience,Medium,8,57035.48,Medium,False,Completed,2025-07-10,2025-09-22,59003.14,Below Targets,1.75,10.0,7.0,0.64,4,10,Local,30074.15,110271.89,0.64,105.0,0.034,Medium Performance
CUST_567,36-45,25,Gold,Manufacturing,Nauru,27367.41,42,Phone,2024-12-21,Social Media,Complaint,True,8.9,3,3,-0.51,Management,2025-11-14,Process Optimization,Low,16,38124.86,Medium,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.53,3,5,Global,0.0,57015.44,0.42,,0.454,Medium Performance
CUST_568,18-25,33,Basic,Retail,Afghanistan,40749.17,51,Email,2025-07-22,Email,Technical Support,False,66.8,4,3,0.17,Management,2025-06-05,Service Innovation,Low,14,20719.81,Low,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.58,8,7,Regional,0.0,112060.22,0.63,,1.676,Medium Performance
CUST_569,36-45,16,Silver,Healthcare,Haiti,6584.37,98,Email,2025-07-26,Email,Billing,False,8.2,5,2,-0.75,Customer,2025-09-04,Technology Upgrade,High,2,89239.84,High,True,Completed,2025-10-21,2025-11-18,92481.4,Partially Met,1.78,4.0,4.0,0.28,10,10,Regional,11720.18,8779.16,0.75,75.0,0.036,High Performance
CUST_570,55+,46,Silver,Healthcare,Saint Vincent and the Grenadines,1636.23,75,Chat,2025-07-11,Phone,Technical Support,False,15.0,5,1,0.91,Customer,2025-10-30,Service Innovation,Low,20,97888.58,Medium,False,Completed,2025-11-21,2025-11-22,95180.5,Below Targets,1.49,8.0,10.0,0.23,3,4,Regional,2437.98,6272.22,0.43,23.0,-0.028,Medium Performance
CUST_571,18-25,1,Silver,Manufacturing,Pakistan,15770.46,75,In-Person,2025-10-04,Social Media,Account Management,True,17.1,1,2,0.42,AI Analysis,2025-08-08,Process Optimization,Low,13,85208.05,Medium,True,In Development,,,55445.15,,2.81,5.0,6.0,0.26,8,7,Global,0.0,1314.2,0.6,,-0.349,Medium Performance
CUST_572,36-45,42,Basic,Retail,Congo,25624.19,50,Social Media,2025-08-21,Help Desk,Technical Support,False,10.8,1,3,0.67,AI Analysis,2025-11-11,Process Optimization,Medium,7,22574.91,Medium,False,Completed,2025-11-24,2025-11-25,29357.62,Met Targets,2.21,8.0,1.0,0.65,10,4,Global,56629.46,89684.66,0.72,14.0,0.3,High Performance
CUST_573,18-25,58,Basic,Retail,Lao People's Democratic Republic,28797.0,47,Social Media,2025-04-22,Email,Account Management,False,52.3,4,1,-0.13,Management,2025-11-16,Process Optimization,Medium,12,91248.27,Medium,False,Completed,2025-11-28,2025-11-28,86995.71,Met Targets,4.31,7.0,6.0,0.14,4,2,Global,124115.07,139185.5,0.34,12.0,-0.047,Low Performance
CUST_574,26-35,12,Basic,Finance,Libyan Arab Jamahiriya,4423.14,33,Social Media,2025-03-11,Phone,Product Feature,True,61.9,3,1,-0.54,Management,2025-07-07,Process Optimization,Low,3,23949.75,Low,True,Approved,,,55445.15,,2.81,5.0,6.0,0.33,8,7,Local,0.0,4423.14,0.49,,1.315,Medium Performance
CUST_575,26-35,3,Silver,Education,Tanzania,35770.19,9,Email,2025-01-24,Chat,Technical Support,True,56.2,5,2,0.45,Employee,2025-07-30,Service Innovation,High,8,78903.93,Medium,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.5,1,7,Local,0.0,8942.55,0.23,,-0.297,Low Performance
CUST_576,26-35,7,Platinum,Healthcare,Puerto Rico,42403.59,31,In-Person,2025-03-30,Chat,Complaint,False,33.6,4,1,0.42,Employee,2025-09-18,Process Optimization,Low,20,75696.85,Low,False,Completed,2025-10-06,2025-11-09,75775.71,Below Targets,3.55,7.0,9.0,0.53,7,9,Regional,150532.74,24735.43,0.51,52.0,0.001,Medium Performance
CUST_577,55+,46,Platinum,Finance,Guatemala,26411.79,53,Phone,2025-03-08,Help Desk,Account Management,True,58.0,2,1,0.2,Management,2025-11-23,Customer Experience,High,20,90512.36,Medium,False,Completed,2025-11-27,2025-11-28,73922.63,Below Targets,1.39,1.0,4.0,0.45,3,8,Global,36712.39,101245.2,0.43,5.0,-0.183,Medium Performance
CUST_578,26-35,84,Gold,Retail,Argentina,12602.34,3,Phone,2025-02-21,Social Media,Product Feature,False,29.0,4,2,0.76,AI Analysis,2025-10-04,Process Optimization,Medium,2,25291.23,Low,True,Completed,2025-10-28,2025-10-30,21173.4,Below Targets,4.59,7.0,2.0,0.58,6,9,Global,57844.74,88216.38,0.4,26.0,-0.163,Medium Performance
CUST_579,46-55,6,Platinum,Technology,Estonia,17947.88,25,Chat,2025-09-12,Help Desk,Technical Support,True,71.4,2,3,0.42,Management,2025-06-11,Product Improvement,High,17,22650.69,High,False,Completed,2025-11-21,2025-11-24,24516.84,Below Targets,2.06,6.0,5.0,0.39,9,10,Local,36972.63,8973.94,0.51,166.0,0.082,Medium Performance
CUST_580,46-55,98,Platinum,Retail,South Africa,38300.16,5,In-Person,2025-10-01,Help Desk,Complaint,True,71.9,2,2,-0.34,AI Analysis,2025-07-20,Customer Experience,High,5,76448.77,Low,True,In Development,,,55445.15,,2.81,5.0,6.0,0.42,1,1,Regional,0.0,312784.64,0.19,,-0.275,Low Performance
CUST_581,18-25,18,Silver,Retail,Somalia,28680.1,54,Phone,2025-09-28,Social Media,Complaint,False,71.3,2,1,0.98,Employee,2025-06-02,Product Improvement,Medium,24,48783.79,Low,True,Approved,,,55445.15,,2.81,5.0,6.0,0.84,8,2,Local,0.0,43020.15,0.73,,0.137,High Performance
CUST_582,46-55,104,Gold,Education,Latvia,36532.13,48,Social Media,2025-01-19,Chat,Complaint,False,45.7,3,3,-0.69,Management,2025-11-18,Service Innovation,High,8,81678.25,Medium,False,Completed,2025-11-27,2025-11-27,119083.46,Partially Met,2.74,7.0,1.0,0.86,5,5,Local,100098.04,316611.79,0.61,9.0,0.458,Medium Performance
CUST_583,26-35,72,Silver,Healthcare,Kazakhstan,44096.93,32,Social Media,2025-05-04,Phone,Billing,False,30.0,4,2,0.13,Management,2025-08-13,Product Improvement,High,6,62682.76,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.45,7,3,Regional,0.0,264581.58,0.49,,-0.115,Medium Performance
CUST_584,46-55,4,Gold,Finance,Armenia,6352.21,31,Social Media,2025-08-13,Social Media,Account Management,True,29.5,2,2,-0.51,Employee,2025-07-23,Customer Experience,High,20,33387.15,Medium,True,Completed,2025-07-25,2025-11-13,28633.39,Exceeded Targets,1.18,7.0,8.0,0.82,3,1,Local,7495.61,2117.4,0.48,113.0,-0.142,Medium Performance
CUST_585,46-55,23,Basic,Healthcare,Libyan Arab Jamahiriya,14925.44,47,Chat,2025-04-27,Help Desk,Billing,True,12.3,3,2,-0.8,Customer,2025-09-20,Product Improvement,Low,1,82321.55,Low,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.19,10,5,Global,0.0,28607.09,0.55,,-0.326,Medium Performance
CUST_586,55+,10,Gold,Healthcare,Nauru,3714.65,78,Chat,2025-11-19,Phone,Suggestion,True,36.0,2,3,-0.43,AI Analysis,2025-09-27,Customer Experience,Low,6,69795.97,Medium,False,In Development,,,55445.15,,2.81,5.0,6.0,0.33,7,7,Local,0.0,3095.54,0.6,,-0.206,Medium Performance
CUST_587,36-45,86,Gold,Healthcare,Ethiopia,12413.72,20,Phone,2025-02-11,Email,Billing,True,42.5,1,1,-0.78,AI Analysis,2025-08-07,Process Optimization,High,24,8270.77,Medium,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.45,2,9,Global,0.0,88964.99,0.28,,5.704,Low Performance
CUST_588,55+,39,Silver,Retail,Namibia,32980.99,47,Phone,2025-03-09,Social Media,Technical Support,False,5.2,1,2,-0.22,AI Analysis,2025-11-04,Technology Upgrade,Low,13,78588.75,Medium,False,Completed,2025-11-24,2025-11-25,80854.91,Below Targets,3.46,10.0,3.0,0.11,3,5,Regional,114114.23,107188.22,0.29,21.0,0.029,Low Performance
CUST_589,18-25,63,Gold,Healthcare,Guernsey,2580.26,18,Phone,2025-09-02,Help Desk,Complaint,False,68.9,2,3,-0.64,Customer,2025-10-12,Product Improvement,Low,12,71425.16,High,False,Completed,2025-11-16,2025-11-25,62369.74,Met Targets,1.45,6.0,9.0,0.32,7,9,Global,3741.38,13546.37,0.4,44.0,-0.127,Medium Performance
CUST_590,55+,119,Silver,Retail,Iran,38600.74,94,Email,2025-07-02,Social Media,Suggestion,False,39.0,4,1,-0.43,Customer,2025-07-22,Technology Upgrade,Low,21,96543.49,Low,False,Rejected,,,55445.15,,2.81,5.0,6.0,0.84,10,10,Local,0.0,382790.67,0.93,,-0.426,High Performance
CUST_591,36-45,107,Silver,Retail,Syrian Arab Republic,13602.67,84,Email,2025-07-17,Phone,Suggestion,False,28.7,1,3,-0.54,Employee,2025-06-28,Technology Upgrade,High,13,1222.79,Low,True,In Development,,,55445.15,,2.81,5.0,6.0,0.53,9,7,Local,0.0,121290.47,0.76,,44.343,High Performance
CUST_592,55+,112,Gold,Education,Kyrgyz Republic,33334.05,64,In-Person,2025-01-07,Phone,Complaint,False,56.2,2,2,0.12,Management,2025-06-19,Process Optimization,Low,21,20825.45,High,False,Completed,2025-11-11,2025-11-27,26089.92,Below Targets,0.59,3.0,5.0,0.24,5,5,Regional,19667.09,311117.8,0.46,161.0,0.253,Medium Performance
CUST_593,26-35,116,Platinum,Healthcare,Guinea-Bissau,36593.51,47,Email,2025-10-05,Chat,Product Feature,True,6.0,2,1,0.71,Customer,2025-09-26,Process Optimization,High,9,96549.22,Low,False,Completed,2025-11-07,2025-11-13,111062.9,Below Targets,2.8,8.0,10.0,0.32,2,6,Local,102461.83,353737.26,0.33,48.0,0.15,Low Performance
CUST_594,36-45,23,Platinum,Healthcare,Antarctica (the territory South of 60 deg S),27492.57,33,Email,2025-03-03,Help Desk,Billing,True,12.1,3,1,0.04,Employee,2025-06-08,Technology Upgrade,Low,12,3949.12,Medium,False,Completed,2025-07-14,2025-09-27,4575.82,Below Targets,1.46,4.0,10.0,0.61,10,2,Global,40139.15,52694.09,0.65,111.0,0.159,Medium Performance
CUST_595,26-35,107,Platinum,Education,Gibraltar,38656.53,50,Chat,2025-06-24,Chat,Technical Support,True,3.1,2,1,0.14,Customer,2025-11-02,Customer Experience,Low,11,42137.83,Low,False,Under Review,,,55445.15,,2.81,5.0,6.0,0.21,2,10,Global,0.0,344687.39,0.3,,0.316,Low Performance
CUST_596,55+,99,Basic,Education,Gibraltar,7220.63,64,In-Person,2025-09-26,Help Desk,Suggestion,False,9.1,1,3,-0.37,Management,2025-08-18,Service Innovation,Medium,10,4854.94,Low,True,Approved,,,55445.15,,2.81,5.0,6.0,0.66,7,3,Regional,0.0,59570.2,0.67,,10.42,Medium Performance
CUST_597,36-45,109,Platinum,Technology,Bhutan,48768.91,47,Email,2025-10-18,Social Media,Product Feature,False,29.6,1,2,-0.34,Customer,2025-06-29,Process Optimization,Low,20,60355.05,Low,False,Completed,2025-10-01,2025-11-08,89461.11,Partially Met,1.93,2.0,3.0,0.56,10,2,Local,94124.0,442984.27,0.68,132.0,0.482,Medium Performance
CUST_598,18-25,36,Gold,Education,Bulgaria,37864.61,11,In-Person,2024-12-12,Help Desk,Suggestion,False,65.3,3,1,0.79,Customer,2025-07-09,Customer Experience,Medium,3,66131.85,Medium,True,Completed,2025-11-12,2025-11-12,57271.54,Exceeded Targets,0.98,8.0,1.0,0.48,6,7,Global,37107.32,113593.83,0.4,126.0,-0.134,Medium Performance
CUST_599,18-25,34,Silver,Education,Aruba,47013.03,32,Email,2025-08-09,Chat,Technical Support,True,46.9,5,3,0.73,Customer,2025-11-23,Technology Upgrade,High,24,71107.99,Low,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.65,5,10,Global,0.0,133203.58,0.49,,-0.22,Medium Performance
CUST_600,26-35,64,Silver,Technology,Malta,21771.29,79,Social Media,2024-12-21,Phone,Complaint,False,25.1,4,3,-0.18,Management,2025-08-19,Customer Experience,High,20,85757.86,Low,False,Completed,2025-11-15,2025-11-15,104940.1,Exceeded Targets,4.9,7.0,10.0,0.25,5,3,Global,106679.32,116113.55,0.51,88.0,0.224,Medium Performance
CUST_601,26-35,105,Basic,Manufacturing,Latvia,12814.62,92,Email,2025-06-03,Phone,Technical Support,True,52.8,4,1,0.93,Management,2025-10-03,Product Improvement,Low,1,65533.45,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.43,6,4,Regional,0.0,112127.93,0.65,,-0.154,Medium Performance
CUST_602,26-35,19,Basic,Finance,Palau,16593.02,53,Social Media,2025-04-27,Help Desk,Suggestion,False,32.2,2,3,-0.71,AI Analysis,2025-08-06,Customer Experience,High,22,85953.25,High,True,In Development,,,55445.15,,2.81,5.0,6.0,0.45,5,1,Regional,0.0,26272.28,0.49,,-0.355,Medium Performance
CUST_603,46-55,21,Basic,Technology,Bouvet Island (Bouvetoya),37542.05,68,Chat,2025-04-13,Phone,Account Management,True,63.5,2,2,-0.44,AI Analysis,2025-06-08,Product Improvement,Medium,17,7464.21,Medium,False,Completed,2025-10-03,2025-11-08,7143.41,Met Targets,3.6,5.0,8.0,0.87,5,3,Regional,135151.38,65698.59,0.68,153.0,-0.043,Medium Performance
CUST_604,26-35,57,Silver,Technology,Maldives,39159.89,83,Social Media,2025-03-05,Social Media,Technical Support,True,8.4,3,3,-0.49,Customer,2025-09-27,Customer Experience,Low,17,80146.67,High,False,Completed,2025-10-28,2025-11-24,95936.29,Exceeded Targets,1.59,5.0,5.0,0.75,9,10,Global,62264.23,186009.48,0.83,58.0,0.197,High Performance
CUST_605,55+,118,Silver,Manufacturing,Eritrea,25103.32,68,Email,2025-10-09,Phone,Billing,False,55.4,5,2,0.14,Customer,2025-06-03,Technology Upgrade,High,6,11738.16,Medium,False,Completed,2025-06-24,2025-08-05,16001.64,Met Targets,3.33,10.0,10.0,0.55,2,7,Regional,83594.06,246849.31,0.48,63.0,0.363,Medium Performance
CUST_606,55+,26,Silver,Finance,Rwanda,2767.27,44,Chat,2025-05-17,Social Media,Technical Support,False,35.8,4,3,-0.97,Customer,2025-06-27,Product Improvement,Low,5,23899.14,Low,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.18,9,8,Global,0.0,5995.75,0.51,,1.32,Medium Performance
CUST_607,26-35,29,Silver,Healthcare,Guinea-Bissau,18858.41,5,Chat,2025-08-07,Email,Complaint,False,9.1,3,3,0.18,AI Analysis,2025-08-09,Process Optimization,High,11,92433.15,High,True,Completed,2025-10-11,2025-11-07,90142.81,Met Targets,0.7,5.0,9.0,0.23,1,8,Local,13200.89,45574.49,0.13,90.0,-0.025,Low Performance
CUST_608,46-55,114,Gold,Technology,Anguilla,4891.15,75,Phone,2025-02-13,Help Desk,Product Feature,True,31.0,3,2,0.51,Employee,2025-07-12,Product Improvement,Low,4,98089.79,High,True,Approved,,,55445.15,,2.81,5.0,6.0,0.24,3,4,Global,0.0,46465.92,0.43,,-0.435,Medium Performance
CUST_609,18-25,94,Silver,Healthcare,Paraguay,41450.23,26,Phone,2025-01-31,Chat,Account Management,True,47.8,2,3,-0.73,Customer,2025-10-14,Process Optimization,Medium,21,75902.35,Medium,False,Completed,2025-11-01,2025-11-18,64083.41,Met Targets,2.63,1.0,3.0,0.4,9,3,Global,109014.1,324693.47,0.52,35.0,-0.156,Medium Performance
CUST_610,46-55,14,Basic,Healthcare,Guinea-Bissau,10983.37,20,Social Media,2025-02-05,Email,Account Management,True,50.5,2,2,0.43,Management,2025-07-25,Technology Upgrade,High,20,53751.93,High,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.24,8,5,Regional,0.0,12813.93,0.41,,0.032,Medium Performance
CUST_611,36-45,78,Silver,Manufacturing,Holy See (Vatican City State),40015.95,3,Phone,2025-04-16,Social Media,Product Feature,False,55.7,4,1,0.75,Customer,2025-11-08,Process Optimization,High,8,73963.35,High,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.83,10,3,Local,0.0,260103.67,0.62,,-0.25,Medium Performance
CUST_612,55+,24,Silver,Healthcare,Bangladesh,12403.9,7,In-Person,2025-11-22,Help Desk,Complaint,True,17.8,5,1,-0.32,Customer,2025-10-17,Customer Experience,Medium,11,55341.84,Low,True,Approved,,,55445.15,,2.81,5.0,6.0,0.21,4,2,Global,0.0,24807.8,0.23,,0.002,Low Performance
CUST_613,26-35,80,Platinum,Technology,Palau,21395.06,82,In-Person,2025-08-16,Email,Suggestion,False,33.5,3,2,-0.94,Customer,2025-10-09,Product Improvement,Low,23,3396.51,High,True,Completed,2025-10-28,2025-11-23,3109.32,Exceeded Targets,0.87,4.0,8.0,0.86,2,8,Global,18613.7,142633.73,0.63,45.0,-0.085,Medium Performance
CUST_614,36-45,8,Basic,Manufacturing,Cote d'Ivoire,7913.87,46,Chat,2024-11-30,Social Media,Suggestion,True,57.3,5,3,-0.42,Management,2025-09-10,Customer Experience,High,3,55031.75,Low,False,Completed,2025-10-25,2025-10-27,64142.56,Exceeded Targets,1.18,5.0,9.0,0.6,1,6,Regional,9338.37,5275.91,0.39,47.0,0.166,Low Performance
CUST_615,46-55,6,Platinum,Retail,Lesotho,1799.44,77,Email,2025-03-08,Email,Suggestion,False,63.8,4,2,0.27,Customer,2025-07-13,Customer Experience,Low,17,28232.85,Low,False,Completed,2025-11-03,2025-11-14,25015.99,Below Targets,1.17,5.0,9.0,0.28,6,6,Global,2105.34,899.72,0.55,124.0,-0.114,Medium Performance
CUST_616,18-25,47,Gold,Healthcare,Equatorial Guinea,39364.43,49,Email,2025-03-18,Help Desk,Suggestion,True,45.2,1,2,-0.58,AI Analysis,2025-11-17,Service Innovation,Low,18,46542.34,Medium,True,Approved,,,55445.15,,2.81,5.0,6.0,0.2,1,5,Local,0.0,154177.35,0.26,,0.191,Low Performance
CUST_617,18-25,111,Platinum,Finance,Bhutan,41827.46,16,In-Person,2025-07-24,Help Desk,Suggestion,True,19.2,3,3,-0.65,AI Analysis,2025-11-11,Technology Upgrade,High,17,20191.76,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.42,4,3,Global,0.0,386904.01,0.33,,1.746,Low Performance
CUST_618,18-25,19,Platinum,Education,Argentina,34056.2,93,Phone,2025-03-20,Help Desk,Complaint,False,29.6,2,1,-0.51,AI Analysis,2025-10-04,Process Optimization,Medium,24,72797.63,High,False,Completed,2025-11-22,2025-11-23,74014.04,Partially Met,0.87,1.0,7.0,0.33,7,3,Regional,29628.89,53922.32,0.65,50.0,0.017,Medium Performance
CUST_619,36-45,97,Gold,Technology,Mali,9736.16,30,Chat,2025-07-21,Chat,Complaint,True,21.5,1,3,-0.83,AI Analysis,2025-11-11,Customer Experience,Medium,9,86445.33,High,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.39,9,9,Global,0.0,78700.63,0.53,,-0.359,Medium Performance
CUST_620,26-35,107,Gold,Finance,Paraguay,36411.99,18,Social Media,2025-06-27,Help Desk,Suggestion,True,48.7,3,1,-0.42,Customer,2025-09-24,Customer Experience,High,7,91732.1,Low,False,Completed,2025-11-16,2025-11-20,107175.09,Partially Met,4.48,2.0,7.0,0.68,3,2,Local,163125.72,324673.58,0.39,57.0,0.168,Low Performance
CUST_621,18-25,92,Platinum,Education,Mayotte,23589.28,16,In-Person,2025-07-27,Email,Complaint,True,17.7,1,3,0.36,AI Analysis,2025-10-23,Process Optimization,High,13,64758.8,Low,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.68,2,10,Global,0.0,180851.15,0.35,,-0.144,Low Performance
CUST_622,46-55,98,Gold,Retail,Angola,5217.74,65,Social Media,2025-02-05,Help Desk,Suggestion,True,1.3,2,1,0.64,Customer,2025-06-30,Service Innovation,High,11,78084.67,Low,True,Under Review,,,55445.15,,2.81,5.0,6.0,0.3,7,6,Regional,0.0,42611.54,0.55,,-0.29,Medium Performance
CUST_623,46-55,34,Gold,Education,San Marino,6425.2,93,Social Media,2025-10-06,Email,Complaint,True,28.5,5,2,-0.73,Customer,2025-07-19,Product Improvement,Medium,20,8020.36,Low,False,Completed,2025-11-08,2025-11-10,8057.02,Met Targets,2.29,8.0,6.0,0.77,10,3,Regional,14713.71,18204.73,0.9,114.0,0.005,High Performance
CUST_624,26-35,22,Silver,Healthcare,Zambia,30525.13,65,Phone,2025-02-01,Email,Technical Support,False,20.2,3,2,-0.85,Management,2025-10-12,Product Improvement,Low,24,85870.45,Medium,True,Rejected,,,55445.15,,2.81,5.0,6.0,0.85,1,6,Global,0.0,55962.74,0.53,,-0.354,Medium Performance
CUST_625,18-25,100,Gold,Healthcare,Korea,24872.59,51,Social Media,2025-09-23,Social Media,Suggestion,True,37.6,1,1,0.49,AI Analysis,2025-06-11,Product Improvement,High,7,87608.08,Low,True,Completed,2025-07-18,2025-08-07,94483.67,Exceeded Targets,4.18,1.0,7.0,0.22,8,2,Regional,103967.43,207271.58,0.51,57.0,0.078,Medium Performance
CUST_626,26-35,13,Silver,Healthcare,Bahamas,13074.33,44,Chat,2025-04-19,Email,Account Management,True,31.7,1,2,0.25,AI Analysis,2025-06-16,Technology Upgrade,Low,21,90339.37,High,True,In Development,,,55445.15,,2.81,5.0,6.0,0.33,1,2,Local,0.0,14163.86,0.29,,-0.386,Low Performance
CUST_627,36-45,115,Basic,Education,Venezuela,49264.77,100,Phone,2025-10-28,Chat,Product Feature,True,34.6,5,3,0.79,Employee,2025-09-19,Technology Upgrade,High,7,24141.0,Medium,True,Completed,2025-11-10,2025-11-28,30584.67,Below Targets,3.61,1.0,10.0,0.76,9,6,Global,177845.82,472120.71,0.89,70.0,0.267,High Performance
